,url,title,bed,title2,location,badge,cancellation_policy,accommodates,price_per_night,amenity_Hướng nhìn đẹp mắt,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Gia đình,amenity_Hệ thống sưởi và làm mát,amenity_Quyền riêng tư và an toàn,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,amenity_Không bao gồm,rating_Total,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,prices_Phí vệ sinh,prices_Phí dịch vụ Airbnb,amenity_An toàn nhà ở,prices_Ưu đãi đặc biệt,prices_Giảm giá cho thời gian ở dài hạn,prices_Giảm giá cho khách đặt sớm
26,https://www.airbnb.com.vn/rooms/652753899042490218?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_LczbNvOovpdty4Dn&previous_page_section_name=1000,Promotion Vinhomes Apartment 1 Bedroom w City View,2 khách ·  · 1 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ chung cư cao cấp tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,$37,['Hướng nhìn ra hồ bơi'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả (subject to availability)', 'Xà phòng tắm Mega Mall', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['50"" HDTV với truyền hình cáp tiêu chuẩn', 'Thiết bị tập thể dục: máy tập toàn thân, tạ tay, máy chạy bộ', 'Bàn bóng bàn', 'Rạp chiếu phim']","['Sách và đồ chơi trẻ em', 'Bộ dụng cụ ăn uống cho trẻ em', 'Chấn song cửa sổ', 'Đồ bịt ổ điện', 'Sân chơi ngoài trời']","['Hệ thống điều hòa trung tâm', 'Lò sưởi trong nhà: điện', 'Hệ thống sưởi']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp từ Teka bằng thép không gỉ', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Nồi cơm điện', 'Bàn ăn']","['Ven sông/hồ/biển', 'Hiệu giặt ủi tự động gần đây', 'Lối vào khu nghỉ dưỡng']","['Sân hiên hoặc ban công chung', 'Sân sau chung – Có hàng rào kín', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ', 'Ghế tắm nắng']","['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, hồ bơi tiêu chuẩn', 'Bồn tắm nước nóng riêng', 'Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung trong tòa nhà', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa']",['Không có: Máy sấy phí Miễn phí – Trong căn hộ'],,,,,,,,$12,$28,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",-$60,,
27,https://www.airbnb.com.vn/rooms/887616406598670584?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_OAT6UQCqbT03X3ZR&previous_page_section_name=1000,Landmark Plus | Designer - 47F View - Được trang bị,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Ho Chi Minh City, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,$47,"['Hướng nhìn ra đường chân trời thành phố', 'Hướng nhìn ra sông']","['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo và tủ ngăn kéo']","['Kết nối Ethernet', 'TV']",['Sân chơi ngoài trời'],"['Điều hòa nhiệt độ', 'Quạt cầm tay']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp', 'Ấm đun nước nóng', 'Máy pha cà phê', 'Ly uống rượu vang', 'Bàn ăn', 'Cà phê']","['Ven sông/hồ/biển', 'Hiệu giặt ủi tự động gần đây']",['Sân hoặc ban công'],"['Thang máy', 'Thiết bị sạc xe điện', 'Bãi đỗ xe có người phục vụ, trong khuôn viên – 1 chỗ', 'Nhà một tầng']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,,,,,,,$33,['Máy báo khói'],,-$26,
28,https://www.airbnb.com.vn/rooms/41490056?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_t4u6dEWdJdww7FHN&previous_page_section_name=1000,Địa danh căn hộ 1BR-Stunning5 Vinhomes Central Park,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Thành phố Hồ Chí Minh, Việt Nam","Thành phố Hồ Chí Minh, Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 3 khách,$35,,"['Máy sấy tóc', 'Dầu gội đầu']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh']",['Lối vào riêng'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Bể bơi', 'Phòng tập thể hình']","['Tự nhận phòng', 'Hộp khóa']","['Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",,,,,,,,$4,$25,['Máy báo khói'],,,
29,https://www.airbnb.com.vn/rooms/599446172429932742?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-12&check_out=2023-12-17&source_impression_id=p3_1702210149_9fx%2BPmu7kuRuF9bu&previous_page_section_name=1000,"Vinhomes Central Park, Tòa nhà 1 giường Central 3",2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 12 thg 12.,Tối đa 2 khách,$39,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh']","['Máy giặt', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Đồ nấu ăn cơ bản']",,['Khu vực ăn uống ngoài trời'],,"['Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']","4,49 · 45 đánh giá","4,3","4,5","4,6","4,6","4,7","4,4",,$27,"['Máy báo khói', 'Máy phát hiện khí CO']",-$10,,
30,https://www.airbnb.com.vn/rooms/47190938?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_stFvs97NqkbJUm95&previous_page_section_name=1000,KHUYẾN MÃI - 2 phòng ngủ Vinhomes Landmark HighFloor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,https://www.airbnb.com.vn/rooms/760556258492395722?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_nHu7ISpm3wV1G30d&previous_page_section_name=1000,Căn hộ dịch vụ 1 phòng ngủ đẹp tại Vinhomes,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ dịch vụ tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 3 khách,$46,"['Hướng nhìn ra đường chân trời thành phố', 'Hướng nhìn ra sân trong', 'Hướng nhìn ra công viên', 'Hướng nhìn ra hồ bơi']","['Bồn tắm', 'Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Máy sấy phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['TV', 'Thiết bị tập thể dục']","['Sách và đồ chơi trẻ em', 'Sân chơi ngoài trời']","['Hệ thống điều hòa trung tâm', 'Điều hòa di động']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Lò nướng', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Máy nướng bánh mỳ', 'Nồi cơm điện', 'Bàn ăn']",,"['Sân sau chung – Có hàng rào kín', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Thang máy', 'Thiết bị sạc xe điện', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Hệ thống sưởi']",,,,,,,,,$32,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,,
32,https://www.airbnb.com.vn/rooms/756154598383130613?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1698522044&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_dRaZNkr%2BidXugzZ4&previous_page_section_name=1000,Căn hộ ấm cúng gần  Quận 1,1 giường ·  · Phòng tắm khép kín,"Phòng tại phường 2, Việt Nam","phường 2, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,$15,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['Sách và ấn phẩm để đọc', 'Rạp chiếu phim']",,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp điện', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn', 'Cà phê']",['Ven sông/hồ/biển'],['Sân hiên hoặc ban công chung'],"['Thang máy', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Phòng khách riêng', 'Nhà một tầng']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Có dịch vụ dọn vệ sinh trong thời gian ở']","['Không có: TV', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",,,,,,,,,$11,,,,
33,https://www.airbnb.com.vn/rooms/995315340765034405?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1753022145&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702210149_BSwS8NZyvH1uGnzw&previous_page_section_name=1000,Studio gần điểm mốc tối giản 81,1 giường ·  · Phòng tắm khép kín,"Phòng tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,$24,,,['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy']",['Wi-fi'],['Bếp'],,,['Chỗ đỗ xe miễn phí tại nơi ở'],,"['Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",1 đánh giá,,,,,,,,$17,,,,
34,https://www.airbnb.com.vn/rooms/951914139238273419?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210149_Q%2B9U6jYlpa5AHsdQ&previous_page_section_name=1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,https://www.airbnb.com.vn/rooms/972353868194249510?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-12&check_out=2023-12-17&source_impression_id=p3_1702210149_EszMp9diZRXvAp3v&previous_page_section_name=1000,VỊ trí hàng đầu The Manor 2 : Trung tâm Sài Gòn,3 khách ·  · 1 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 3 khách,$24,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Nước nóng']","['Máy sấy – Trong tòa nhà', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Nơi để quần áo: tủ quần áo']",['Thiết bị tập thể dục'],"['Phòng chơi cho trẻ em', 'Sân chơi ngoài trời']","['Điều hòa không khí – hệ thống hai cụm không ống gió', 'Lò sưởi trong nhà', 'Hệ thống sưởi trung tâm']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",['Lối vào khu nghỉ dưỡng'],"['Nội thất ngoài trời', 'Khu vực ăn uống ngoài trời']",['Bể bơi Chung – có sẵn hoặc phục vụ quanh năm'],"['Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: TV', 'Không có: Máy giặt', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO']","4,29 · 7 đánh giá","4,6","4,9","4,9","4,9","4,7","4,9",$5,$17,,,,
36,https://www.airbnb.com.vn/rooms/1040496159462518322?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-17&check_out=2023-12-22&source_impression_id=p3_1702210151_lQ%2BxmqWhPZ6Xl6Os&previous_page_section_name=1000,Thư giãn tại căn hộ có Netflix/chỗ đỗ xe trong khuôn viên,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 16 thg 12.,Tối đa 2 khách,$18,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong toà nhà', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['Kết nối Ethernet', '43"" HDTV với Netflix', 'Sách và ấn phẩm để đọc']","['Sách và đồ chơi trẻ em', 'Ghế ăn cho bé', 'Bộ dụng cụ ăn uống cho trẻ em', 'Thiết bị giám sát trẻ em', 'Đồ bịt ổ điện', 'Rào chắn an toàn cho em bé', 'Miếng bịt góc bàn', 'Phòng chơi cho trẻ em', 'Sân chơi ngoài trời']",['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Tủ đông', 'Bếp', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Bàn ăn']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']","['Sân hoặc ban công', 'Sân sau', 'Nội thất ngoài trời']","['Chỗ đỗ xe miễn phí tại nơi ở', 'Miễn phí đỗ xe trên đường/phố', 'Thang máy', 'Thiết bị sạc xe điện']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",['Không có: Hệ thống sưởi'],,,,,,,,,$13,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']",-$23,,
37,https://www.airbnb.com.vn/rooms/999222372551649136?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1760444378&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210151_G%2BachPS%2BNs6qMBBn&previous_page_section_name=1000,Phòng lớn Landmark 81 khu vực phòng tập thể dục thoải mái Hồ bơi A/C,2 giường ·  · Phòng vệ sinh chung,"Phòng tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 3 khách,$22,"['Hướng nhìn ra sông', 'Hướng nhìn ra công viên']","['Máy sấy tóc', 'Dầu gội đầu Hair care', 'Dầu xả Hair care', 'Xà phòng tắm Dove', 'Nước nóng']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['47"" HDTV với Amazon Prime Video, Netflix', 'Thiết bị tập thể dục: máy tập toàn thân, tạ tay, máy tập đạp xe, máy chạy bộ', 'Sách và ấn phẩm để đọc', 'Rạp chiếu phim']",['Sân chơi ngoài trời'],['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Máy báo khói', 'Bộ sơ cứu']","['Wi-fi nhanh – 321 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Bếp từ', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']","['Ven sông/hồ/biển', 'Lối ra hồ', 'Hiệu giặt ủi tự động gần đây']","['Sân hiên hoặc ban công riêng', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Bể bơi Chung ngoài trời – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể', 'Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Nhà một tầng']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh']","['Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']","4,60 · 5 đánh giá","4,8","4,6","5,0","4,8","5,0","5,0",$3,$16,,,,
38,https://www.airbnb.com.vn/rooms/786064121729115468?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210151_ZdxUfvy4DdGWKwwc&previous_page_section_name=1000,Căn hộ 2Q Studio-Rooftop Pool&Spa-Hochiminh City,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam",,,,,$29,,,,,,,,,,,,,,,,,,,,,,,$20,,,,
39,https://www.airbnb.com.vn/rooms/999232060022630337?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1756601822&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210151_tmM6hs6WB%2BfplB25&previous_page_section_name=1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,https://www.airbnb.com.vn/rooms/671284594282159827?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210151_lmMgT4%2BaJr%2FfIYN1&previous_page_section_name=1000,M Apt-Deluxe 1BR5 Apt*&Sofa bed-Rooftop Pool-HCMC,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm đầy đủ và 1 phòng vệ sinh cơ bản riêng,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","Được khách
yêu thích",Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 3 khách,$32,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['32"" HDTV với Netflix, truyền hình cáp tiêu chuẩn']",,['Hệ thống điều hòa trung tâm'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp từ Teka bằng thép không gỉ', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Máy nướng bánh mỳ', 'Cà phê']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",,"['Bể bơi Chung trong nhà – có sẵn hoặc phục vụ quanh năm, mở cửa theo giờ giấc cụ thể, tầng thượng', 'Thang máy', 'Bãi đỗ xe có người phục vụ, trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",,,,,,,,,$23,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",,,
41,https://www.airbnb.com.vn/rooms/848048786974920360?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210151_qF85ZDS9x39kIKa7&previous_page_section_name=1000,"Vinhomes Bình Thạnh, Trung tâm 3 45 tầng 2 giường 2 phòng tắm",4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ cho thuê tại Bình Thạnh, Việt Nam","Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 4 khách,$42,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo']","['TV', 'Thiết bị tập thể dục']",,['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ đông', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Bàn ăn']",,,"['Thang máy', 'Phòng thể hình chung trong tòa nhà', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím']","['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']","4,82 · 17 đánh giá","4,7","4,8","4,8","4,9","4,9","4,8",,$30,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",-$19,,
42,https://www.airbnb.com.vn/rooms/652753899042490218?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702210151_x2ZEbIaV7z9znygj&previous_page_section_name=1000,Promotion Vinhomes Apartment 1 Bedroom w City View,,,,,,,$37,,,,,,,,,,,,,,,,,,,,,,,,,,,
